Episode,Time,Character,Type of Roll,Total Value,Natural Value,Crit?,Damage Dealt,# Kills,Notes
C2E105,4:33:29,Beau,Damage,22,,,22 to Vokodo,,
C2E105,4:34:34,Caleb,Damage,72,,,72 to Vokodo,,"Disintegrate, HDYWTDT"
C2E106,0:15:05,Jester,Constitution Save,Unknown,Unknown,,,,
C2E106,0:15:05,Caleb,Perception,Unknown,Unknown,,,,With Fortune's Favor
C2E106,0:15:05,Caleb,Perception,Unknown,Unknown,,,,Disregarded due to Fortune's Favor
C2E106,0:17:00,Jester,Constitution Save,Unknown,Unknown,,,,
C2E106,0:17:03,Caduceus,Perception,23,14,,,,
C2E106,0:19:02,Veth,Investigation,21,10,,,,
C2E106,0:19;20,Jester,Perception,19,14,,,,
C2E106,0:19:37,Caleb,Perception,15,7,,,,
C2E106,0:20:08,Jester,Constitution Save,Unknown,Unknown,,,,
C2E106,0:21:18,Jester,Constitution Save,Unknown,Unknown,,,,
C2E106,0:22:34,Jester,Constitution Save,Unknown,Unknown,,,,
C2E106,0:22:38,Veth,Investigation,21,10,,,,
C2E106,0:23:41,Jester,Constitution Save,Unknown,Unknown,,,,
C2E106,0:23:56,Fjord,Investigation,21,15,,,,
C2E106,0:24:15,Caleb,Perception,14,6,,,,
C2E106,0:24:44,Jester,Constitution Save,Unknown,Unknown,,,,
C2E106,0:24:52,Veth,Investigation,21,10,,,,
C2E106,0:25:13,Beau,Investigation,18,6,,,,
C2E106,0:25:47,Jester,Investigation,10,9,,,,
C2E106,0:26:02,Jester,Constitution Save,Unknown,Unknown,,,,
C2E106,0:27:08,Jester,Constitution Save,Unknown,Unknown,,,,
C2E106,0:27:56,Yasha,Athletics,11,3,,,,
C2E106,0:28:50,Jester,Constitution Save,Unknown,Unknown,,,,
C2E106,0:29:27,Veth,Investigation,21,10,,,,Disregarded due to advantage
C2E106,0:29:27,Veth,Investigation,21,10,,,,With advantage
C2E106,0:30:11,Yasha,Athletics,27,19,,,,
C2E106,0:33:56,Yasha,Investigation,18,13,,,,
C2E106,0:33:56,Veth,Investigation,Nat20,20,,,,
C2E106,0:35:00,Veth,Perception,4,3,,,,
C2E106,0:35:02,Yasha,Perception,21,18,,,,
C2E106,0:36:48,Caleb,Survival,11,7,,,,Disregarded due to advantage
C2E106,0:36:48,Caleb,Survival,16,12,,,,With advantage
C2E106,0:37:57,Caleb,Survival,Unknown,Unknown,,,,Disregarded due to advantage
C2E106,0:37:57,Caleb,Survival,Nat20,20,,,,With advantage
C2E106,0:38:36,Caleb,Survival,Unknown,Unknown,,,,Disregarded due to advantage
C2E106,0:38:36,Caleb,Survival,21,17,,,,With advantage
C2E106,0:39:07,Caleb,Survival,Unknown,Unknown,,,,Disregarded due to advantage
C2E106,0:39:07,Caleb,Survival,10,6,,,,With advantage
C2E106,0:41:27,Caleb,Strength,19,15,,,,As hunter shark
C2E106,0:42:44,Caduceus,Strength,2,2,,,,
C2E106,0:43:45,Caleb,Attack,22,16,,,,Bite (as hunter shark)
C2E106,0:43:57,Caleb,Damage,14,,,14 to Aquatic Fire Snake,,
C2E106,0:44:21,Caduceus,Strength,5,5,,,,
C2E106,0:45:35,Caleb,Attack,14,8,,,,Bite (as hunter shark)
C2E106,0:45:40,Caleb,Damage,14,,,14 to Aquatic Fire Snake,1,HDYWTDT
C2E106,0:46:17,Caleb,Constitution Save,13,11,,,,
C2E106,0:46:21,Caleb,Constitution Save,9,7,,,,
C2E106,0:47:23,Caleb,Survival,Unknown,Unknown,,,,Disregarded due to advantage
C2E106,0:47:23,Caleb,Survival,Nat20,20,,,,With advantage
C2E106,0:47:49,Caleb,Survival,Unknown,Unknown,,,,Disregarded due to advantage
C2E106,0:47:49,Caleb,Survival,15,11,,,,With advantage
C2E106,0:54:49,Beau,Dexterity Save,20,11,,,,
C2E106,1:03:33,Yasha,Deception,10,,,,,
C2E106,1:04:42,Yasha,Athletics,19,11,,,,
C2E106,1:10:26,Beau,Perception,Nat20,20,,,,Disregarded due to disadvantage
C2E106,1:10:26,Beau,Perception,18,14,,,,With disadvatage
C2E106,1:10:43,Beau,Acrobatics,Nat20,20,,,,
C2E106,1:10:45,Yasha,Athletics,27,19,,12 (24/2) to Yasha,,
C2E106,1:39:31,Jester,Intimidation,11,10,,,,
C2E106,1:50:15,Beau,Investigation,17,5,,,,
C2E106,1:53:06,Sprinkle,Attack,14,11,,,,Bite against Frumpkin
C2E106,1:53:24,Sprinkle,Damage,3,,,3 to Frumpkin,1,
C2E106,1:54:11,Beau,Healing,Unknown,Unknown,,,,Hit Dice
C2E106,2:28:03,Fjord,Perception,17,15,,,,
C2E106,2:32:14,Fjord,History,14,12,,,,
C2E106,2:36:57,Fjord,Persuasion,19,14,,,,
C2E106,2:40:47,Fjord,Strength Save,9,8,,,,Against Belabor charge
C2E106,2:40:57,Beau,Damage,16,,,16 Force to Fjord,,
C2E106,2:42:42,Jester,Healing,10,,,,,Healing Word (1st); Fjord heals 10 points
C2E106,2:42:53,Caduceus,Healing,10,,,,,Healing Word (1st); Fjord heals 10 points
C2E106,2:47:38,Yasha,Healing,Unknown,Unknown,,,,Hit Dice
C2E106,2:48:44,Jester,Healing,Unknown,Unknown,,,,Hit Dice
C2E106,3:30:36,Fjord,Persuasion,Nat1,1,,,,
C2E107,0:47:34,Caduceus,Nature,1,2,,,,
C2E107,1:14:06,Fjord,Investigation,23,17,,,,
C2E107,1:14:08,Jester,Investigation,5,4,,,,
C2E107,1:14:11,Caleb,Investigation,19,9,,,,
C2E107,1:14:12,Veth,Investigation,27,16,,,,
C2E107,1:14:15,Yasha,Investigation,12,7,,,,
C2E107,1:14:21,Beau,Investigation,15,3,,,,
C2E107,1:21:43,Caduceus,Survival,10,5,,,,
C2E107,2:01:44,Jester,Survival,Unknown,Unknown,,,,Disregarded due to advantage
C2E107,2:01:44,Jester,Survival,18,13,,,,With advantage
C2E107,2:02:46,Jester,Survival,Unknown,Unknown,,,,Disregarded due to advantage
C2E107,2:02:46,Jester,Survival,16,11,,,,With advantage and with Guidance
C2E107,2:03:59,Jester,Survival,Unknown,Unknown,,,,Disregarded due to advantage
C2E107,2:03:59,Jester,Survival,21,16,,,,With advantage and with Guidance
C2E107,2:11:12,Fjord,Stealth,Nat20,20,,,,
C2E107,2:11:12,Beau,Stealth,Nat20,20,,,,
C2E107,2:11:17,Yasha,Stealth,20,18,,,,With advantage (Blessing of the Trickster)
C2E107,2:11:17,Yasha,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C2E107,2:11:19,Veth,Stealth,29,16,,,,
C2E107,2:11:22,Caduceus,Stealth,19,17,,,,
C2E107,2:11:24,Caleb,Stealth,17,15,,,,
C2E107,2:11:26,Jester,Stealth,16,12,,,,
C2E107,2:15:49,Fjord,Stealth,26,16,,,,With PWaT
C2E107,2:15:58,Jester,Stealth,Nat1,1,,,,With PWaT
C2E107,2:16:18,Caleb,Stealth,28,16,,,,With PWaT
C2E107,2:16:18,Veth,Stealth,34,11,,,,With PWaT
C2E107,2:16:20,Yasha,Stealth,25,13,,,,With PWaT
C2E107,2:16:20,Caduceus,Stealth,29,17,,,,With PWaT
C2E107,2:16:23,Beau,Stealth,35,16,,,,With PWaT
C2E107,2:18:46,Veth,Athletics,7,3,,4 to Veth,,
C2E107,2:22:23,Beau,Initiative,19,14,,,,
C2E107,2:22:23,Caduceus,Initiative,18,16,,,,
C2E107,2:22:26,Caleb,Initiative,16,15,,,,
C2E107,2:22:26,Yasha,Initiative,19,17,,,,
C2E107,2:22:36,Jester,Initiative,16,12,,,,
C2E107,2:22:38,Veth,Initiative,16,11,,,,
C2E107,2:22:50,Fjord,Initiative,9,9,,,,
C2E107,2:24:59,Beau,Attack,24,13,,,,Belabor
C2E107,2:24:59,Beau,Attack,16,5,,,,Belabor
C2E107,2:25:16,Beau,Damage,9,,,9 to T-Rex,,
C2E107,2:25:20,Beau,Damage,14,,,14 to T-Rex,,
C2E107,2:25:50,Beau,Attack,27,17,,,,Unarmed Strike
C2E107,2:25:57,Beau,Attack,24,14,,,,Unarmed Strike
C2E107,2:26:05,Beau,Damage,10,,,10 to T-Rex,,
C2E107,2:26:08,Beau,Damage,14,,,14 to T-Rex,,
C2E107,2:27:15,Yasha,Attack,23,14,,,,Magician's Judge or Skingorger
C2E107,2:27:36,Yasha,Damage,16,,,16 to T-Rex,,
C2E107,2:27:46,Yasha,Attack,19,10,,,,Magician's Judge or Skingorger
C2E107,2:27:55,Yasha,Damage,15,,,15 to T-Rex,,
C2E107,2:28:16,Caduceus,Spell Attack,28,19,,,,Ray of Enfeeblement
C2E107,2:29:36,Veth,Attack,18,8,,,,TTBB1000 Sharpshooter SA
C2E107,2:30:27,Veth,Damage,45,,,45 (20 + 10 SS + 9 Lightning) to T-Rex,,With Brenatto's Voltaic Bolt
C2E107,2:35:30,Caleb,Damage,34,,,34 Fire to T-Rex,,Fireball
C2E107,2:37:24,Fjord,Spell Attack,23,14,,,,Eldritch Blast
C2E107,2:37:29,Fjord,Spell Attack,19,10,,,,Eldritch Blast
C2E107,2:37:35,Fjord,Spell Attack,18,9,,,,Eldritch Blast
C2E107,2:37:50,Fjord,Damage,32,,,32 Force to T-Rex,,
C2E107,2:38:52,Beau,Attack,27,16,,,,Belabor
C2E107,2:38:52,Beau,Attack,30,19,,,,Belabor
C2E107,2:39:11,Beau,Damage,14,,,14 to T-Rex,,
C2E107,2:39:11,Beau,Damage,14,,,14 to T-Rex,,
C2E107,2:39:40,Beau,Attack,22,13,,,,Unarmed Strike
C2E107,2:39:42,Beau,Attack,15,6,,,,Unarmed Strike
C2E107,2:39:53,Beau,Damage,12,,,12 to T-Rex,,
C2E107,2:39:58,Beau,Damage,13,,,13 to T-Rex,,
C2E107,2:40:41,Yasha,Attack,23,14,,,,Magician's Judge or Skingorger
C2E107,2:40:59,Yasha,Damage,20,,,20 to T-Rex,,
C2E107,2:41:09,Yasha,Attack,15,6,,,,Magician's Judge or Skingorger
C2E107,2:41:20,Yasha,Damage,15,,,15 to T-Rex,,
C2E107,2:42:23,Jester,Damage,34,,,34 to T-Rex,,Blade Barrier
C2E107,2:47:41,Yasha,Attack,21,12,,,,Magician's Judge or Skingorger AoO
C2E107,2:48:38,Yasha,Damage,21,,,21 to T-Rex,,
C2E107,2:49:36,Caduceus,Spell Attack,14,5,,,,Ray of Enfeeblement
C2E107,2:50:34,Veth,Attack,17,7,,,,TTBB1000 Sharpshooter SA
C2E107,2:51:18,Veth,Damage,38,,,38 to T-Rex,,
C2E107,2:51:59,Veth,Perception,13,12,,,,
C2E107,2:52:13,Jester,Spell Attack,15,,,,,Guiding Bolt (5th)
C2E107,2:52:39,Jester,Damage,23,,,23 Radiant to T-Rex,,
C2E107,2:53:26,Caleb,Attack,27,17,,,,T-Rex Bite Attack
C2E107,2:53:34,Caleb,Damage,32,,,32 to T-Rex,,
C2E107,2:54:15,Fjord,Spell Attack,23,14,,,,Eldritch Blast
C2E107,2:54:19,Fjord,Spell Attack,Nat1,1,,,,Eldritch Blast
C2E107,2:54:27,Fjord,Spell Attack,22,13,,,,Eldritch Blast
C2E107,2:54:39,Fjord,Damage,29,,,29 Force to T-Rex,1,HDYWTDT
C2E107,2:56:11,Caduceus,Perception,22,13,,,,
C2E107,2:57:48,Caduceus,Healing,21,,,,,"Cure Wounds (2nd), Beau heals 21 points"
C2E107,2:59:15,Jester,Animal Handling,Nat1,1,,,,
C2E107,3:03:00,Jester,Perception,3,4,,,,As T-Rex
C2E107,3:12:52,Beau,Deception,19,14,,,,
C2E107,3:20:57,Caduceus,Religion,5,2,,,,
C2E107,3:21:01,Beau,Religion,21,17,,,,
C2E107,3:21:48,Caleb,Arcana,23,13,,,,
C2E107,3:22:55,Fjord,Arcana,Nat20,20,,,,Disregarded
C2E108,0:26:20,Jester,Survival,23,18,,,,Could also be Nature
C2E108,0:43:15,Yasha,Intimidation,Nat20,20,,,,
C2E108,1:00:01,Jester,Dexterity,17,13,,,,
C2E108,1:29:56,Yasha,Performance,Unknown,Unknown,,,,Disregarded due to advantage
C2E108,1:29:56,Yasha,Performance,5,7,,,,With advantage
C2E108,1:31:40,Yasha,Performance,13,15,,,,
C2E108,1:46:18,Jester,Insight,18,13,,,,
C2E108,1:56:27,Beau,Perception,15,11,,,,
C2E108,1:56:28,Caduceus,Perception,19,10,,,,
C2E108,2:10:31,Beau,Athletics,26,18,,,,
C2E108,2:10:33,Yasha,Athletics,11,3,,,,
C2E108,2:40:45,Caleb,Intelligence,23,18,,,,
C2E108,2:49:21,Jester,Strength,14,11,,,,
C2E108,3:11:47,Beau,Attack,15,5,,,,Unarmed Strike
C2E108,3:19:28,Jester,Acrobatics,9,5,,,,
C2E108,3:22:53,Caduceus,Other,Unknown,Unknown,,,,d20 to determine True Seeing duration
C2E108,2:23:29,Jester,Stealth,12,8,,,,
C2E108,3:50:20,Jester,Insight,10,5,,,,
C2E108,3:59:28,Caduceus,Other,5,,,,,Hit Points
C2E108,3:59:34,Beau,Other,7,,,,,Hit Points
C2E108,3:59:43,Yasha,Other,2,,,,,Hit Points
C2E108,3:59:53,Veth,Other,1,,,,,Hit Points (disregarded)
C2E108,3:59:56,Veth,Other,3,,,,,Hit Points
C2E108,4:00:00,Caleb,Other,5,,,,,Hit Points
C2E108,4:00:13,Jester,Other,3,,,,,Hit Points
C2E108,4:00:20,Fjord,Other,9,,,,,Hit Points
C2E109,1:02:55,Yasha,Persuasion,4,6,,,,
C2E109,1:15:18,Fjord,Persuasion,23,18,,,,
C2E109,1:26:57,Fjord,Perception,Nat20,20,,,,
C2E109,1:39:28,Veth,Persuasion,22,19,,,,
C2E109,2:33:30,Jester,Persuasion,Unknown,Unknown,,,,disregarded due to advantage
C2E109,2:33:30,Jester,Persuasion,20,14,,,,
C2E109,2:39:09,Fjord,Perception,15,12,,,,
C2E109,2:55:53,Fjord,Constitution,17,13,,,,
C2E109,2:55:54,Caleb,Constitution,11,9,,,,
C2E109,2:55:56,Yasha,Constitution,Nat1,1,,,,
C2E109,2:55:59,Caduceus,Constitution,19,16,,,,
C2E109,2:56:00,Beau,Constitution,11,8,,,,
C2E109,2:56:01,Jester,Constitution,21,18,,,,
C2E109,3:15:56,Caleb,Other,Unknown,Unknown,,,,Hit Points granted by Paragon mint tea
C2E109,3:15:56,Jester,Other,Unknown,Unknown,,,,Hit Points granted by Paragon mint tea
C2E109,3:15:56,Fjord,Other,Unknown,Unknown,,,,Hit Points granted by Paragon mint tea
C2E109,3:15:56,Beau,Other,Unknown,Unknown,,,,Hit Points granted by Paragon mint tea
C2E109,3:15:56,Caduceus,Other,Unknown,Unknown,,,,Hit Points granted by Paragon mint tea
C2E109,3:15:56,Yasha,Other,Unknown,Unknown,,,,Hit Points granted by Paragon mint tea
C2E109,3:33:37,Beau,Insight,19,10,,,,
C2E109,3:33:38,Caleb,Insight,28,19,,,,
C2E110,1:00:27,Beau,Sleight of Hand,11,6,,,,
C2E110,1:09:48,Jester,Perception,13,8,,,,
C2E110,1:25:56,Beau,Perception,Nat20,20,,,,
C2E110,1:33:06,Beau,Investigation,26,12,,,,
C2E110,1:57:21,Beau,Insight,15,6,,,,
C2E110,2:20:15,Caleb,Arcana,15,4,,,,
C2E110,2:20:55,Beau,History,31,17,,,,
C2E110,2:22:30,Jester,Perception,9,Unknown,,,,with Guidance
C2E110,2:31:44,Veth,Dexterity,17,12,,,,
C2E110,2:39:49,Beau,Insight,17,8,,,,
C2E110,2:39:49,Caduceus,Insight,22,12,,,,
C2E110,2:41:02,Jester,Deception,15,9,,,,
C2E110,2:55:41,Jester,Insight,Nat20,20,,,,
C2E110,2:55:42,Caleb,Insight,25,16,,,,
C2E110,3:04:18,Jester,Insight,Nat1,1,,,,
C2E110,3:04:18,Beau,Insight,15,6,,,,
C2E110,3:11:53,Caleb,Insight,Nat20,20,,,,
C2E110,3:11:53,Caduceus,Insight,Nat20,20,,,,
C2E110,3:48:38,Fjord,Other,8,,,,,Jester's tarot card reading
C2E110,3:49:22,Fjord,Other,2,,,,,Jester's tarot card reading
C2E110,3:50:14,Fjord,Other,11,,,,,Jester's tarot card reading
C2E111,0:17:19,Beau,Dexterity,15,10,,,,With Bless
C2E111,0:22:59,Jester,Insight,20,15,,,,
C2E111,1:29:18,Beau,Investigation,Unknown,Unknown,,,,Disregarded due to advantage
C2E111,1:29:18,Beau,Investigation,25,11,,,,With advantage
C2E111,1:30:02,Beau,Investigation,Nat1,1,,,,Disregarded due to advantage
C2E111,1:30:02,Beau,Investigation,19,5,,,,With advantage
C2E111,2:41:17,Jester,Perception,Nat20,20,,,,
C2E111,2:48:53,Jester,Deception,14,8,,,,
C2E111,2:58:25,Jester,Perception,14,9,,,,
C2E111,3:04:32,Jester,Perception,15,10,,,,
C2E111,3:25:47,Veth,Investigation,28,15,,,,
C2E111,3:28:18,Veth,Investigation,Unknown,Unknown,,,,Disregarded due to advantage
C2E111,3:28:18,Veth,Investigation,23,10,,,,With advantage
C2E111,3:29:42,Caduceus,Investigation,7,8,,,,
C2E112,0:22:01,Veth,Investigation,Nat1,1,,,,"Reliable Talent, so total 20"
C2E112,0:42:15,Caleb,Perception,Unknown,Unknown,,,,disregarded due to disadvantage
C2E112,0:42:15,Caleb,Perception,21,16,,,,
C2E112,1:01:48,Veth,Insight,20,19,,,,
C2E112,1:01:48,Caduceus,Insight,20,10,,,,
C2E112,1:01:49,Beau,Insight,26,17,,,,
C2E112,1:01:51,Caleb,Insight,26,17,,,,
C2E112,1:01:53,Jester,Insight,Unknown,Unknown,,,,
C2E112,1:01:55,Fjord,Insight,17,19,,,,
C2E112,1:01:58,Yasha,Insight,12,13,,,,
C2E112,1:05:31,Caduceus,Perception,12,2,,,,
C2E112,1:26:03,Beau,Investigation,23,9,,,,
C2E112,2:03:40,Beau,Persuasion,16,15,,,,
C2E112,2:44:42,Beau,Perception,13,9,,,,
C2E112,3:11:07,Caduceus,Perception,Nat20,20,,,,
C2E112,3:11:08,Veth,Perception,12,11,,,,
C2E112,3:20:29,Jester,Insight,15,10,,,,
C2E112,3:21:52,Jester,Perception,15,10,,,,
C2E112,3:25:07,Fjord,Other,8,,,,,Encounter d10
C2E112,3:32:41,Jester,Investigation,4,3,,,,
C2E112,3:32:48,Veth,Investigation,23,10,,,,
C2E112,3:32:50,Caleb,Investigation,19,8,,,,
C2E112,3:32:51,Beau,Investigation,Unknown,Unknown,,,,disregarded due to advantage
C2E112,3:32:51,Beau,Investigation,27,13,,,,
C2E112,3:34:31,Caduceus,Perception,27,18,,,,
C2E112,3:34:34,Fjord,Perception,18,15,,,,
C2E112,3:34:36,Yasha,Perception,24,19,,,,no Nat20 announced- assumed bad math
C2E112,3:36:38,Veth,Investigation,23,10,,,,
C2E112,3:36:52,Veth,Thieves' Tools,Nat20,20,,,,Total 35
C2E112,3:37:48,Veth,Inevstigation,23,10,,,,
C2E112,3:41:12,Fjord,Other,9,,,,,Encounter d10
C2E112,3:42:45,Fjord,Perception,7,4,,,,
C2E112,3:46:30,Fjord,Other,6,,,,,Encounter d10
C2E112,3:47:09,Fjord,Other,8,,,,,Encounter d10
C2E112,3:47:51,Fjord,Other,1,,,,,Encounter d10
C2E112,3:48:51,Caduceus,Perception,Unknown,Unknown,,,,disregarded due to disadvantage
C2E112,3:48:51,Caduceus,Perception,15,5,,,,
C2E112,3:48:52,Beau,Perception,Unknown,Unknown,,,,disregarded due to disadvantage
C2E112,3:48:52,Beau,Perception,6,2,,,,
C2E112,3:49:57,Caduceus,Other,Unknown,Unknown,,,,Divine Intervention (failed)
C2E112,3:56:00,Beau,Initiative,20,Unknown,,,,with Boots
C2E112,3:56:12,Fjord,Initiative,14,14,,,,
C2E112,3:56:12,Yasha,Initiative,Unknown,Unknown,,,,disregarded due to advantage
C2E112,3:56:12,Yasha,Initiative,12,10,,,,
C2E112,3:56:21,Caleb,Initiative,8,7,,,,
C2E112,3:56:22,Veth,Initiative,9,4,,,,
C2E112,3:56:26,Jester,Initiative,7,3,,,,
C2E112,3:56:35,Caduceus,Initiative,Nat1,1,,,,
C2E112,3:58:23,Beau,Attack,27,15,,,,Belabor Staff against Chuul 1
C2E112,3:58:25,Beau,Attack,17,5,,,,Belabor Staff against Chuul 1
C2E112,3:58:34,Beau,Damage,15,,,15 to Chuul 1,,
C2E112,3:58:34,Beau,Damage,16,,,16 to Chuul 1,,
C2E112,3:59:28,Beau,Attack,30,19,,,,Unarmed Strike against Chuul 2
C2E112,3:59:28,Beau,Attack,27,16,,,,Unarmed Strike against Chuul 2
C2E112,3:59:43,Beau,Damage,10,,,10 to Chuul 2,,
C2E112,3:59:43,Beau,Damage,8,,,8 to Chuul 2,,
C2E112,4:00:48,Fjord,Spell Attack,20,10,,,,Eldritch Blast against Chuul 1
C2E112,4:00:48,Fjord,Spell Attack,Unknown,Unknown,,,,disregarded due to advantage
C2E112,4:00:58,Fjord,Spell Attack,25,15,,,,Eldritch Blast against Chuul 1
C2E112,4:00:58,Fjord,Spell Attack,Unknown,Unknown,,,,disregarded due to advantage
C2E112,4:01:06,Fjord,Spell Attack,22,12,,,,Eldritch Blast against Chuul 1
C2E112,4:01:06,Fjord,Spell Attack,Unknown,Unknown,,,,disregarded due to advantage
C2E112,4:01:20,Fjord,Damage,36,,,36 force to Chuul 1,,
C2E112,4:06:25,Beau,Wisdom Save,Nat1,1,,,,against Veth's Hypnotic Pattern- Beau is charmed
C2E112,4:06:25,Yasha,Wisdom Save,18,18,,,,against Veth's Hypnotic Pattern
C2E112,4:05:43,Veth,Stealth,34,19,,,,
C2E112,4:16:40,Fjord,Strength,Nat20,20,,,,
C2E113,0:12:54,Beau,Strength,4,4,,,,
C2E113,0:14:41,Beau,Attack,27,17,,,,Unarmed Strike
C2E113,0:14:51,Beau,Damage,7,,,7 to Chuul 2,,
C2E113,0:18:32,Fjord,Other,5,,,,,Armor of Hexes
C2E113,0:20:45,Yasha,Attack,17,7,,,,Magician's Judge
C2E113,0:21:11,Yasha,Damage,32,,,32 to Chuul 2,,
C2E113,0:21:46,Yasha,Attack,Unknown,Unknown,,,,Disregarded due to advatage
C2E113,0:21:46,Yasha,Attack,23,13,,,,Magician's Judge with advantage
C2E113,0:21:52,Yasha,Damage,18,,,18 to Chuul,,
C2E113,0:26:20,Caleb,Arcana,26,15,,,,
C2E113,0:29:21,Yasha,Constitution Save,17,9,,,,
C2E113,0:30:50,Veth,Constitution Save,17,9,,,,
C2E113,0:31:09,Caleb,Mirror Image,Nat20,20,,,,Mirror Image
C2E113,0:31:16,Caleb,Mirror Image,4,4,,,,Mirror Image
C2E113,0:31:25,Caleb,Mirror Image,9,9,,,,Mirror Image
C2E113,0:33:40,Caleb,Damage,9,,,"9 to Chuul 4, 9 to Deep Scion",,Stormrider Boots
C2E113,0:35:54,Jester,Spell Attack,Unknown,Unknown,,,,Disregarded due to advantage
C2E113,0:35:54,Jester,Spell Attack,19,9,,,,Spiritual Weapon with advantage
C2E113,0:36:14,Jester,Damage,18,,,18 Radiant to Chuul 2,,
C2E113,0:46:06,Caleb,Mirror Image,Nat1,1,,,,Mirror Image
C2E113,0:48:08,Caleb,Constitution Save,20,17,,,,Concentration
C2E113,0:50:51,Beau,Attack,16,4,,,,Disregarded due to advantage
C2E113,0:50:51,Beau,Attack,16,4,,,,Belabor with advantage
C2E113,0:50:51,Beau,Attack,14,2,,,,Disregarded due to advantage
C2E113,0:50:51,Beau,Attack,18,6,,,,Belabor with advantage
C2E113,0:51:28,Beau,Damage,13,,,13 to Chuul 2,,
C2E113,0:51:39,Beau,Damage,12,,,12 to Chuul 2,1,
C2E113,0:58:12,Yasha,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C2E113,0:58:12,Yasha,Attack,15,5,,,,Magician's Judge with advantage
C2E113,0:58:34,Yasha,Attack,24,14,,,,Disregarded due to advantage
C2E113,0:58:34,Yasha,Attack,27,17,,,,Magician's Judge with advantage
C2E113,0:58:55,Yasha,Damage,32,,,32 to Chuul 3,,
C2E113,1:03:11,Jester,Damage,28,,,14 (28/2) Radiant to Toad Demon Creature,,Spirit Guardians
C2E113,1:04:02,Jester,Constitution Save,Unknown,Unknown,,,,Concentration
C2E113,1:04:05,Jester,Constitution Save,Unknown,Unknown,,,,Concentration
C2E113,1:04:34,Jester,Constitution Save,Unknown,Unknown,,,,Concentration
C2E113,1:05:18,Jester,Damage,16,,,8 (16/2) Cold to Toad Demon Creature,,Hellish Rebuke
C2E113,1:05:52,Jester,Damage,22,,,22 Radiant to Chuul 4,,Spirit Guardians
C2E113,1:07:32,Yasha,Constitution Save,Nat20,20,,,,Against Chuul pincer
C2E113,1:08:56,Caduceus,Damage,21,,,21 Radiant to Chuul 1,,Spirit Guardians
C2E113,1:10:18,Caduceus,Perception,Unknown,Unknown,,,,Disregarded due to disadvantage
C2E113,1:10:18,Caduceus,Perception,25,15,,,,With disadvantage
C2E113,1:09:41,Caduceus,Damage,20,,,20 Force to Chuul 1,1,Shield of Retribution
C2E113,1:13:09,Veth,Attack,15,4,,,,TTBB1000
C2E113,1:13:44,Veth,Other,2,,,,,d4
C2E113,1:16:37,Caleb,Strength,20,20,,,,T-Rex
C2E113,1:20:00,Jester,Spell Attack,Nat1,1,,,,Spiritual Weapon
C2E113,1:20:19,Jester,Other,3,,,,,d4
C2E113,1:24:37,Caduceus,Healing,20,,,,,"Mass Cure Wounds; Fjord, Jester, Veth, Caduceus, and Beau heal 20 points"
C2E113,1:27:07,Jester,Spell Attack,20,10,,,,Guiding Bolt
C2E113,1:29:42,Beau,Acrobatics,20,10,,,,
C2E113,1:32:33,Fjord,Athletics,11,5,,,,
C2E113,1:34:10,Yasha,Attack,23,13,,,,Magician's Judge
C2E113,1:34:27,Yasha,Damage,31,,,31 to Chuul 3,,
C2E113,1:34:53,Yasha,Attack,20,10,,,,Magician's Judge
C2E113,1:35:05,Yasha,Damage,12,,,12 to Chuul 3,,
C2E113,1:36:17,Jester,Damage,28,,,14 (28/2) Radiant to Avantika,,Spirit Guardians
C2E113,1:36:20,Caduceus,Damage,19,,,10 (19/2) Radiant to Avantika,,Spirit Guardians
C2E113,1:38:10,Beau,Attack,15,3,,,,Belabor AoO
C2E113,1:39:21,Fjord,Charisma,Nat1,1,,,,Counterspell
C2E113,1:40:03,Fjord,Constitution Save,18,13,,16 (32/2) Thunder to Fjord,,Against Thunderwave (5th)
C2E113,1:40:08,Beau,Constitution Save,21,16,,16 (32/2) Thunder to Beau,,Against Thunderwave (5th)
C2E113,1:40:12,Veth,Constitution Save,16,15,,32 Thunder to Veth,,Against Thunderwave (5th)
C2E113,1:41:58,Veth,Acrobatics,20,10,,,,With Reliable Talent
C2E113,1:42:52,Caduceus,Damage,22,,,22 Radiant to Chuul 4,,Spirit Guardians
C2E113,1:42:54,Jester,Damage,26,,,26 Radiant to Chuul 4,,Spirit Guardians
C2E113,1:43:48,Jester,Constitution Save,14,11,,,,Concentration
C2E113,1:43:54,Caduceus,Constitution Save,5,2,,,,Disregarded due to advantage
C2E113,1:43:54,Caduceus,Constitution Save,17,14,,,,Concentration with advantage
C2E113,1:46:40,Caleb,Attack,29,19,,,,T-Rex Tail AoO
C2E113,1:46:47,Caleb,Damage,17,,,17 to Chuul 4,,
C2E113,1:47:45,Caduceus,Constitution Save,11,8,,,,"Against Chuul Tentacles, Caduceus is poisoned and paralyzed"
C2E113,1:48:47,Veth,Athletics,15,10,,,,
C2E113,1:49:32,Veth,Stealth,29,14,,,,
C2E113,1:51:19,Caleb,Attack,18,8,,,,T-Rex Bite
C2E113,1:51:39,Caleb,Damage,28,,,28 to Deep Scion,,
C2E113,1:52:35,Jester,Spell Attack,26,16,,,,Spiritual Weapon
C2E113,1:52:34,Jester,Damage,16,,,16 to Chuul 3,1,
